#id: 3616268379
#name: E.coli str. K-12 substr. MG1655 - Whole organism (Integrated)
#score: 19.7
#coverage: 99
#description: integrated dataset: weighted average of all E.coli str. K-12 substr. MG1655 WHOLE_ORGANISM: 19.7, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Escherichia_coli_SC_biomart_29780_E_BTO0000214cellculture_2reps:0.174;ecoli2_resolutionCombination_PRIDE:0.174;ecoli1_HCD_CID_PRIDE:0.077;E_coli_Wisniewski_2014_cpc:0.071;Escherichia_coli_SC_biomart_18119_E__5reps:0.061;Ecoli_Krug_2013:0.054;Ecoli_emPAI_arike_2012:0.054;Ecoli_APEX_arike_2012:0.052;WT-lewis-peptide_count:0.05;Taniguchi_2010_Table_S6:0.048;511145_GPM_201408:0.04;Escherichia_coli_SC_biomart_17112_E__2reps:0.031;Ecoli_Krug_2013_emPAI:0.029;PXD020761_Midha_Sci_Data_2020_Ecoli_DIA-SWATH:0.026;Lu_ecoli_2007:0.02;Ecoli_strainK12_PRIDE:0.017;Ecoli_iBAQ_arike_2012:0.013;Escherichia_coli_SC_biomart_12189_E__2reps:0.01;
#publication_year: 2025
#filename: 511145-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
mepA	511145.b2328	3.22
srlE	511145.b2703	3.22
yehE	511145.b2112	3.21
fau	511145.b2912	3.21
mqsA	511145.b3021	3.21
glxK	511145.b0514	3.2
kefG	511145.b3351	3.2
lysR	511145.b2839	3.19
mmuP	511145.b0260	3.19
yrbG	511145.b3196	3.19
ybeR	511145.b0645	3.19
dusC	511145.b2140	3.18
rimI	511145.b4373	3.18
alkA	511145.b2068	3.16
iap	511145.b2753	3.16
yihU	511145.b3882	3.16
yfdC	511145.b2347	3.14
yehI	511145.b2118	3.14
ligT	511145.b0147	3.14
ydhX	511145.b1671	3.14
yqiH	511145.b3047	3.14
yagI	511145.b0272	3.13
yjcF	511145.b4066	3.12
evgS	511145.b2370	3.1
malX	511145.b1621	3.09
phnP	511145.b4092	3.09
ftsL	511145.b0083	3.09
ygbJ	511145.b2736	3.08
ygbT	511145.b2755	3.07
arpA	511145.b4017	3.07
ybjE	511145.b0874	3.07
smtA	511145.b0921	3.06
rem	511145.b1561	3.06
phr	511145.b0708	3.06
yfeD	511145.b2399	3.05
yegV	511145.b2100	3.05
dinD	511145.b3645	3.03
tag	511145.b3549	3.03
waaG	511145.b3631	3.02
ydjZ	511145.b1752	3.02
yhhZ	511145.b3442	3.01
yffL	511145.b2443	3.01
yqfA	511145.b2899	3.01
ssuD	511145.b0935	3.0
rzpD	511145.b0556	2.99
ccmF	511145.b2196	2.99
hybE	511145.b2992	2.99
ybaO	511145.b0447	2.95
yeeY	511145.b2015	2.95
ybhI	511145.b0770	2.95
intZ	511145.b2442	2.94
clsB	511145.b0789	2.93
ydhB	511145.b1659	2.93
yidL	511145.b3680	2.92
bcsZ	511145.b3531	2.92
eutQ	511145.b2460	2.9
yfeK	511145.b2419	2.87
ytfK	511145.b4217	2.86
yfcR	511145.b2335	2.86
yfjL	511145.b2628	2.86
yfeW	511145.b2430	2.85
yegI	511145.b2070	2.85
ycbU	511145.b0942	2.83
ydiO	511145.b1695	2.83
mngB	511145.b0732	2.83
ygiQ	511145.b4469	2.82
casE	511145.b2756	2.81
idnO	511145.b4266	2.81
dsbE	511145.b2195	2.8
yojI	511145.b2211	2.8
yegE	511145.b2067	2.8
kefB	511145.b3350	2.79
yciY	511145.b4595	2.78
gltK	511145.b0653	2.78
ddpC	511145.b1485	2.78
nrdI	511145.b2674	2.78
menE	511145.b2260	2.76
yobB	511145.b1843	2.76
pgaA	511145.b1024	2.76
cohE	511145.b1145	2.75
frwC	511145.b3949	2.75
mcrA	511145.b1159	2.75
envY	511145.b0566	2.73
yciQ	511145.b1268	2.73
gluQ	511145.b0144	2.72
tmcA	511145.b2474	2.72
rhaR	511145.b3906	2.72
ygfI	511145.b2921	2.72
clcA	511145.b0155	2.72
mobB	511145.b3856	2.72
torR	511145.b0995	2.71
torS	511145.b0993	2.71
ftsW	511145.b0089	2.7
betT	511145.b0314	2.69
yicN	511145.b3663	2.69
sgbU	511145.b3582	2.68
yecH	511145.b1906	2.68
fliJ	511145.b1942	2.68
marR	511145.b1530	2.67
sapB	511145.b1293	2.67
ydgC	511145.b1607	2.66
yqjF	511145.b3101	2.66
ybhP	511145.b0790	2.66
ydiQ	511145.b1697	2.65
lgoR	511145.b4357	2.64
ecpB	511145.b0292	2.64
puuC	511145.b1300	2.64
glpG	511145.b3424	2.63
flhB	511145.b1880	2.62
cdsA	511145.b0175	2.61
dtpB	511145.b3496	2.6
hisQ	511145.b2308	2.6
ddpB	511145.b1486	2.58
prmC	511145.b1212	2.58
yieL	511145.b3719	2.57
rrrQ	511145.b1554	2.56
sanA	511145.b2144	2.56
ydcC	511145.b1460	2.55
yhhI	511145.b3484	2.55
intE	511145.b1140	2.55
insI1-2	511145.b1404	2.54
insI1-3	511145.b4284	2.54
insI1	511145.b0256	2.54
yddA	511145.b1496	2.52
fecR	511145.b4292	2.51
nikD	511145.b3479	2.51
hycE	511145.b2721	2.5
puuD	511145.b1298	2.5
ytfR	511145.b4485	2.5
yrdD	511145.b3283	2.5
hycH	511145.b2718	2.49
xerD	511145.b2894	2.49
mepS	511145.b2175	2.48
fixC	511145.b0043	2.46
yfaQ	511145.b2226	2.46
yihG	511145.b3862	2.46
holA	511145.b0640	2.46
nei	511145.b0714	2.45
citD	511145.b0617	2.45
ydhJ	511145.b1644	2.44
mltF	511145.b2558	2.43
ydcN	511145.b1434	2.43
xisE	511145.b1141	2.43
nupX	511145.b2161	2.42
srkA	511145.b3859	2.41
yibQ	511145.b3614	2.41
zraR	511145.b4004	2.4
ybaZ	511145.b0454	2.39
yiiE	511145.b3889	2.38
qseB	511145.b3025	2.38
eptA	511145.b4114	2.38
wza	511145.b2062	2.38
alx	511145.b3088	2.37
yfgG	511145.b2504	2.36
crfC	511145.b4109	2.36
dinB	511145.b0231	2.35
amiC	511145.b2817	2.35
agaB	511145.b3138	2.35
ebgR	511145.b3075	2.34
hscC	511145.b0650	2.33
rlmC	511145.b0859	2.32
acrE	511145.b3265	2.32
yjgH	511145.b4248	2.32
yfjQ	511145.b2633	2.32
yfdX	511145.b2375	2.31
mepM	511145.b1856	2.31
puuE	511145.b1302	2.31
yejG	511145.b2181	2.31
yqhH	511145.b3014	2.3
intS	511145.b2349	2.3
secM	511145.b0097	2.3
yieK	511145.b3718	2.29
fimE	511145.b4313	2.29
yidE	511145.b3685	2.29
rstB	511145.b1609	2.29
gtrA	511145.b2350	2.27
dbpA	511145.b1343	2.27
yieH	511145.b3715	2.26
treF	511145.b3519	2.26
yqjA	511145.b3095	2.25
yggI	511145.b2944	2.25
yeeO	511145.b1985	2.25
srlD	511145.b2705	2.25
gabP	511145.b2663	2.25
chbF	511145.b1734	2.24
cobC	511145.b0638	2.24
pgaC	511145.b1022	2.24
nadD	511145.b0639	2.24
yqhC	511145.b3010	2.24
yahA	511145.b0315	2.23
ecpE	511145.b0289	2.23
ydfI	511145.b1542	2.23
uxuR	511145.b4324	2.23
rtcR	511145.b3422	2.22
hyaE	511145.b0976	2.22
yraN	511145.b3148	2.21
bcsA	511145.b3533	2.2
kup	511145.b3747	2.2
yfgI	511145.b2506	2.2
lpxK	511145.b0915	2.2
ybbP	511145.b0496	2.18
citT	511145.b0612	2.18
yebS	511145.b1833	2.18
allC	511145.b0516	2.18
yihL	511145.b3872	2.16
ydiK	511145.b1688	2.16
rsmF	511145.b1835	2.15
ybhD	511145.b0768	2.15
yfhG	511145.b2555	2.15
ydbH	511145.b1381	2.15
cynR	511145.b0338	2.14
mdfA	511145.b0842	2.13
lldP	511145.b3603	2.13
yneJ	511145.b1526	2.13
creC	511145.b4399	2.12
mngR	511145.b0730	2.12
ydfC	511145.b1573	2.12
ydcV	511145.b1443	2.11
paoC	511145.b0284	2.1
yncG	511145.b1454	2.1
gfcC	511145.b0985	2.1
yjjP	511145.b4364	2.1
yegX	511145.b2102	2.1
yagH	511145.b0271	2.08
yhbT	511145.b3157	2.07
casC	511145.b2758	2.07
ecpR	511145.b0294	2.07
dnaQ	511145.b0215	2.06
napB	511145.b2203	2.06
yrdB	511145.b3280	2.05
essQ	511145.b1556	2.04
frvB	511145.b3899	2.04
ybjL	511145.b0847	2.04
nanC	511145.b4311	2.03
moaA	511145.b0781	2.03
mcrB	511145.b4346	2.03
zapC	511145.b0946	2.03
adeD	511145.b3665	2.03
cspH	511145.b0989	2.02
fliP	511145.b1948	2.01
ygbK	511145.b2737	2.0
aaeR	511145.b3243	2.0
oxc	511145.b2373	2.0
xylB	511145.b3564	2.0
yehP	511145.b2121	1.99
yfiR	511145.b2603	1.99
yohC	511145.b2135	1.99
yfeA	511145.b2395	1.98
yehD	511145.b2111	1.98
galP	511145.b2943	1.98
truC	511145.b2791	1.97
yncD	511145.b1451	1.97
cptA	511145.b2896	1.96
frwD	511145.b3953	1.96
yeaE	511145.b1781	1.95
folM	511145.b1606	1.95
yjiM	511145.b4335	1.95
murR	511145.b2427	1.94
cynX	511145.b0341	1.94
yaaU	511145.b0045	1.94
opgB	511145.b4359	1.94
acrF	511145.b3266	1.93
fucP	511145.b2801	1.93
wcaF	511145.b2054	1.92
yheU	511145.b3354	1.92
yhaV	511145.b3130	1.9
mltD	511145.b0211	1.89
kdpB	511145.b0697	1.89
yidF	511145.b3674	1.89
ykfB	511145.b0250	1.89
yiaW	511145.b3587	1.88
pflD	511145.b3951	1.88
yhaK	511145.b3106	1.88
fimD	511145.b4317	1.87
ulaE	511145.b4197	1.87
cadC	511145.b4133	1.87
yfdS	511145.b2362	1.87
abgA	511145.b1338	1.87
ynfM	511145.b1596	1.86
ydjI	511145.b1773	1.85
ygjH	511145.b3074	1.85
yadE	511145.b0130	1.85
idi	511145.b2889	1.84
csgB	511145.b1041	1.84
yieE	511145.b3712	1.84
yiaK	511145.b3575	1.83
flk	511145.b2321	1.83
plsY	511145.b3059	1.83
lsrA	511145.b1513	1.83
ygjQ	511145.b3086	1.82
dsbD	511145.b4136	1.82
abgT	511145.b1336	1.82
yliF	511145.b0834	1.82
mazF	511145.b2782	1.81
uspB	511145.b3494	1.81
ybjN	511145.b0853	1.81
mdtP	511145.b4080	1.81
ybhS	511145.b0793	1.8
ninE	511145.b0548	1.8
ldtC	511145.b1113	1.8
tauB	511145.b0366	1.79
yegW	511145.b2101	1.79
xylG	511145.b3567	1.79
artM	511145.b0861	1.79
ybaE	511145.b0445	1.79
yafY	511145.b0251	1.78
insL1-3	511145.b2394	1.77
eutA	511145.b2451	1.77
yfjS	511145.b2636	1.77
epmC	511145.b2326	1.77
ynaE	511145.b1375	1.77
caiA	511145.b0039	1.76
lldR	511145.b3604	1.76
yjhP	511145.b4306	1.76
fdnI	511145.b1476	1.75
eutG	511145.b2453	1.75
btuD	511145.b1709	1.75
ychE	511145.b1242	1.75
ygbL	511145.b2738	1.74
yphA	511145.b2543	1.74
yafO	511145.b0233	1.74
yiaY	511145.b3589	1.74
glrK	511145.b2556	1.73
puuA	511145.b1297	1.73
ynaK	511145.b1365	1.73
btuF	511145.b0158	1.73
ascG	511145.b2714	1.73
yfjI	511145.b2625	1.72
bcsE	511145.b3536	1.72
marC	511145.b1529	1.71
arfB	511145.b0191	1.71
ynjC	511145.b1755	1.71
ydcZ	511145.b1447	1.71
ilvY	511145.b3773	1.7
ssuB	511145.b0933	1.7
ygfT	511145.b2887	1.69
ycaQ	511145.b0916	1.69
bcsF	511145.b3537	1.69
yfdN	511145.b2357	1.69
apbE	511145.b2214	1.69
yfdR	511145.b2361	1.68
dppC	511145.b3542	1.68
mtgA	511145.b3208	1.68
waaZ	511145.b3624	1.67
pstA	511145.b3726	1.67
yiaG	511145.b3555	1.67
tauC	511145.b0367	1.67
sulA	511145.b0958	1.66
trmN	511145.b2575	1.66
fadK	511145.b1701	1.66
acrR	511145.b0464	1.64
yghB	511145.b3009	1.64
yiaA	511145.b3562	1.64
allB	511145.b0512	1.63
acpH	511145.b0404	1.63
ygcP	511145.b2768	1.63
mepH	511145.b1655	1.62
gspA	511145.b3323	1.62
yeeE	511145.b2013	1.6
plaP	511145.b2014	1.6
yidJ	511145.b3678	1.6
fhlA	511145.b2731	1.6
hypF	511145.b2712	1.59
yadL	511145.b0137	1.59
ybhJ	511145.b0771	1.59
ydfK	511145.b1544	1.58
iraD	511145.b4326	1.58
ymfJ	511145.b1144	1.58
mdtL	511145.b3710	1.58
yjhG	511145.b4297	1.58
ddpF	511145.b1483	1.58
phnL	511145.b4096	1.56
ymfD	511145.b1137	1.56
menH	511145.b2263	1.55
yfiP	511145.b2583	1.55
opgE	511145.b0815	1.54
ybjT	511145.b0869	1.54
narW	511145.b1466	1.53
ghoS	511145.b4128	1.53
ydiP	511145.b1696	1.53
emrE	511145.b0543	1.53
recB	511145.b2820	1.53
csiE	511145.b2535	1.52
ydbD	511145.b1407	1.52
ycjS	511145.b1315	1.52
tauD	511145.b0368	1.52
ynfL	511145.b1595	1.52
mscM	511145.b4159	1.52
creD	511145.b4400	1.51
rtcB	511145.b3421	1.51
intF	511145.b0281	1.51
gspJ	511145.b3331	1.5
paaG	511145.b1394	1.5
yccE	511145.b1001	1.5
yadI	511145.b0129	1.5
flgC	511145.b1074	1.5
allA	511145.b0505	1.5
yhfK	511145.b3358	1.49
lpxP	511145.b2378	1.49
yahG	511145.b0321	1.49
yehL	511145.b2119	1.49
yfgF	511145.b2503	1.48
hycB	511145.b2724	1.47
waaC	511145.b3621	1.47
yaaJ	511145.b0007	1.46
eutD	511145.b2458	1.46
ycjU	511145.b1317	1.46
feaR	511145.b1384	1.45
rrrD	511145.b0555	1.44
ymfQ	511145.b1153	1.44
yiaV	511145.b3586	1.43
caiB	511145.b0038	1.42
soxR	511145.b4063	1.42
sapC	511145.b1292	1.42
nuoJ	511145.b2280	1.42
gmr	511145.b1285	1.41
xylE	511145.b4031	1.41
insH1-6	511145.b1994	1.41
yjjJ	511145.b4385	1.41
psiE	511145.b4030	1.4
hofB	511145.b0107	1.4
alsK	511145.b4084	1.4
ydeP	511145.b1501	1.4
gcl	511145.b0507	1.4
waaB	511145.b3628	1.4
yejH	511145.b2184	1.39
thiH	511145.b3990	1.39
srlB	511145.b2704	1.38
fecI	511145.b4293	1.38
yhdJ	511145.b3262	1.37
yfiB	511145.b2605	1.37
yggR	511145.b2950	1.37
safA	511145.b1500	1.36
acpT	511145.b3475	1.36
ylcG	511145.b4509	1.36
insC1-2	511145.b1403	1.36
insC1-5	511145.b3044	1.36
insC1-6	511145.b4272	1.36
insC1	511145.b0360	1.36
insC1-3	511145.b1997	1.36
insC1-4	511145.b2861	1.36
yegT	511145.b2098	1.35
yeiB	511145.b2152	1.35
dusB	511145.b3260	1.34
paaK	511145.b1398	1.34
yphE	511145.b2547	1.34
yeaR	511145.b1797	1.34
hycA	511145.b2725	1.33
nanS	511145.b4309	1.33
quuQ	511145.b1559	1.32
betI	511145.b0313	1.32
ygjP	511145.b3085	1.32
fecE	511145.b4287	1.32
citF	511145.b0615	1.32
allS	511145.b0504	1.32
uacT	511145.b2888	1.31
yafK	511145.b0224	1.31
acrD	511145.b2470	1.31
agaS	511145.b3136	1.31
tfaQ	511145.b1546	1.31
yjbT	511145.b4620	1.3
rlmD	511145.b2785	1.3
yhhH	511145.b3483	1.3
insL1-2	511145.b0582	1.3
insL1	511145.b0016	1.3
betA	511145.b0311	1.3
yijO	511145.b3954	1.29
yjcC	511145.b4061	1.29
ypdA	511145.b2380	1.29
appY	511145.b0564	1.29
yfeH	511145.b2410	1.29
chbG	511145.b1733	1.29
polB	511145.b0060	1.29
alsC	511145.b4086	1.29
wcaM	511145.b2043	1.28
uhpC	511145.b3667	1.28
ypeB	511145.b4546	1.28
soxS	511145.b4062	1.28
menA	511145.b3930	1.28
phnG	511145.b4101	1.28
rsxE	511145.b1632	1.27
rhsC	511145.b0700	1.27
ybiY	511145.b0824	1.27
proY	511145.b0402	1.26
panF	511145.b3258	1.26
ygcU	511145.b4463	1.26
ydhK	511145.b1645	1.26
aaeB	511145.b3240	1.25
murP	511145.b2429	1.25
yaiP	511145.b0363	1.25
yehC	511145.b2110	1.25
yehU	511145.b2126	1.25
mhpA	511145.b0347	1.25
yjiX	511145.b4353	1.24
ydjG	511145.b1771	1.24
ygaC	511145.b2671	1.23
elfC	511145.b0940	1.23
yhjC	511145.b3521	1.23
malZ	511145.b0403	1.23
ygbM	511145.b2739	1.22
ypdF	511145.b2385	1.22
melB	511145.b4120	1.22
yqgA	511145.b2966	1.2
yiaT	511145.b3584	1.2
yagG	511145.b0270	1.2
ligB	511145.b3647	1.2
rimK	511145.b0852	1.2
flhE	511145.b1878	1.19
ydaV	511145.b1360	1.19
ylaB	511145.b0457	1.19
mqsR	511145.b3022	1.19
uidC	511145.b1615	1.18
lpxT	511145.b2174	1.18
argO	511145.b2923	1.18
ybdN	511145.b0602	1.18
nudG	511145.b1759	1.17
ybiW	511145.b0823	1.17
yfjJ	511145.b2626	1.17
yidH	511145.b3676	1.17
yoaH	511145.b1811	1.16
atoE	511145.b2223	1.16
hokA	511145.b4455	1.16
kbaY	511145.b3137	1.16
flhC	511145.b1891	1.14
yghG	511145.b2971	1.14
yddM	511145.b1477	1.14
yafN	511145.b0232	1.14
bssR	511145.b0836	1.14
mdtB	511145.b2075	1.13
citC	511145.b0618	1.12
zitB	511145.b0752	1.12
norR	511145.b2709	1.12
ygfS	511145.b2886	1.12
entS	511145.b0591	1.11
yfgJ	511145.b2510	1.11
sgcE	511145.b4301	1.11
ydfB	511145.b1572	1.1
yafZ	511145.b0252	1.1
yoaD	511145.b1815	1.1
ydaS	511145.b1357	1.1
wcaC	511145.b2057	1.09
yigF	511145.b3817	1.09
mhpD	511145.b0350	1.09
yihF	511145.b3861	1.08
yqeC	511145.b2876	1.08
ytfH	511145.b4212	1.08
yeeR	511145.b2001	1.07
ybdD	511145.b4512	1.06
mtlR	511145.b3601	1.06
baeS	511145.b2078	1.05
cbrA	511145.b3690	1.05
insH1-11	511145.b3505	1.04
insH1-2	511145.b0552	1.04
insH1-3	511145.b0656	1.04
insH1-4	511145.b1331	1.04
insH1-7	511145.b2030	1.04
insH1-8	511145.b2192	1.04
insH1-9	511145.b2982	1.04
insH1-10	511145.b3218	1.04
insH1	511145.b0259	1.04
ytcA	511145.b4622	1.04
paaZ	511145.b1387	1.04
ybeQ	511145.b0644	1.03
mazE	511145.b2783	1.01
sbmA	511145.b0377	1.01
rhmR	511145.b2248	1.01
yjbL	511145.b4047	1.01
yffR	511145.b2449	1.01
ygjV	511145.b3090	1.01
ydiN	511145.b1691	1.0
psuT	511145.b2164	1.0
ynfN	511145.b1551	1.0
yihT	511145.b3881	1.0
yraJ	511145.b3144	0.996
ydfD	511145.b1576	0.993
yfcI	511145.b2305	0.983
abgB	511145.b1337	0.981
abgR	511145.b1339	0.979
fimG	511145.b4319	0.972
yejA	511145.b2177	0.971
ccmA	511145.b2201	0.966
acrS	511145.b3264	0.966
malG	511145.b4032	0.96
ycjN	511145.b1310	0.958
tfaR	511145.b1373	0.953
dmsC	511145.b0896	0.95
ynbC	511145.b1410	0.949
priB	511145.b4201	0.949
yhcC	511145.b3211	0.945
yphF	511145.b2548	0.944
nikC	511145.b3478	0.942
hypA	511145.b2726	0.937
pspG	511145.b4050	0.936
yahF	511145.b0320	0.935
yfbS	511145.b2292	0.934
fryA	511145.b2383	0.933
alsE	511145.b4085	0.929
melR	511145.b4118	0.926
nhaR	511145.b0020	0.925
citX	511145.b0614	0.922
paoD	511145.b0283	0.92
exoX	511145.b1844	0.918
yeeA	511145.b2008	0.913
flgD	511145.b1075	0.912
cysU	511145.b2424	0.904
ddpD	511145.b1484	0.904
norV	511145.b2710	0.889
yhaO	511145.b3110	0.888
yjiS	511145.b4341	0.888
srlM	511145.b2706	0.884
dcuS	511145.b4125	0.884
cho	511145.b1741	0.882
ynjA	511145.b1753	0.882
pagP	511145.b0622	0.879
ygdQ	511145.b2832	0.877
norW	511145.b2711	0.874
hybG	511145.b2990	0.863
yhgE	511145.b3402	0.861
ygiD	511145.b3039	0.859
yhhQ	511145.b3471	0.856
frc	511145.b2374	0.855
wcaL	511145.b2044	0.852
feaB	511145.b1385	0.85
cynS	511145.b0340	0.849
ycjQ	511145.b1313	0.848
hycG	511145.b2719	0.846
malF	511145.b4033	0.843
cbl	511145.b1987	0.843
yhcA	511145.b3215	0.841
yghR	511145.b2984	0.834
ygiV	511145.b3023	0.83
mcbA	511145.b0806	0.827
bacA	511145.b3057	0.827
waaO	511145.b3627	0.821
ccmE	511145.b2197	0.818
napG	511145.b2205	0.817
sfmZ	511145.b0535	0.812
yjaZ	511145.b3989	0.811
ypdE	511145.b2384	0.805
yahE	511145.b0319	0.803
ydiB	511145.b1692	0.801
ypfG	511145.b2466	0.797
ybjJ	511145.b0845	0.795
yfdV	511145.b2372	0.793
wzxC	511145.b2046	0.791
allD	511145.b0517	0.791
fliE	511145.b1937	0.786
yajR	511145.b0427	0.786
sgcR	511145.b4300	0.784
yfeO	511145.b2389	0.784
wecA	511145.b3784	0.783
fimH	511145.b4320	0.782
rbsR	511145.b3753	0.77
yodB	511145.b1974	0.765
pppA	511145.b2972	0.765
priA	511145.b3935	0.762
ycjT	511145.b1316	0.756
afuC	511145.b0262	0.754
casD	511145.b2757	0.754
yhaM	511145.b4470	0.749
insH1-5	511145.b1370	0.749
ycbF	511145.b0944	0.743
setA	511145.b0070	0.742
yahL	511145.b0326	0.74
ypjA	511145.b2647	0.739
yhhJ	511145.b3485	0.738
torA	511145.b0997	0.738
ydhC	511145.b1660	0.736
ykfI	511145.b0245	0.729
ydeS	511145.b1504	0.729
sxy	511145.b0959	0.727
yhbV	511145.b3159	0.727
ygcS	511145.b2771	0.724
gsiD	511145.b0832	0.722
nikB	511145.b3477	0.721
yjhI	511145.b4299	0.72
yedZ	511145.b1972	0.716
sslE	511145.b4466	0.715
insE1-5	511145.b2088	0.714
yaiO	511145.b0358	0.711
queG	511145.b4166	0.71
yfdK	511145.b2354	0.709
ygcQ	511145.b2769	0.709
wzxB	511145.b2037	0.705
insE1-2	511145.b0373	0.704
insE1-3	511145.b0540	0.704
insE1-4	511145.b1027	0.704
insE1	511145.b0298	0.704
ynfC	511145.b1585	0.702
araD	511145.b0061	0.698
ytfF	511145.b4210	0.698
dsdX	511145.b2365	0.698
yafE	511145.b0210	0.696
bglG	511145.b3723	0.696
fepG	511145.b0589	0.695
hicB	511145.b1438	0.694
xapR	511145.b2405	0.692
fliH	511145.b1940	0.69
mdtO	511145.b4081	0.688
rsxD	511145.b1630	0.687
yhfY	511145.b3382	0.686
ybdO	511145.b0603	0.684
dcuD	511145.b3227	0.683
yraH	511145.b3142	0.677
yoaA	511145.b1808	0.677
yffM	511145.b2444	0.676
djlB	511145.b0646	0.675
lsrD	511145.b1515	0.671
pheP	511145.b0576	0.669
ybiO	511145.b0808	0.665
xanQ	511145.b2882	0.663
ybbC	511145.b0498	0.662
ycgZ	511145.b1164	0.657
srlA	511145.b2702	0.655
yhfW	511145.b3380	0.651
yegK	511145.b2072	0.648
gudX	511145.b2788	0.648
ycaP	511145.b0906	0.646
yccT	511145.b0964	0.644
yaiS	511145.b0364	0.644
sfmC	511145.b0531	0.642
yphD	511145.b2546	0.642
cbtA	511145.b2005	0.641
yiaU	511145.b3585	0.638
yeaM	511145.b1790	0.636
rutB	511145.b1011	0.635
yceQ	511145.b1085	0.634
ebgA	511145.b3076	0.634
yphG	511145.b2549	0.634
rclB	511145.b0303	0.633
bglH	511145.b3720	0.629
yfcS	511145.b2336	0.629
ybhN	511145.b0788	0.626
yjcO	511145.b4078	0.624
csgE	511145.b1039	0.623
cmtA	511145.b2933	0.621
hyfI	511145.b2489	0.621
yjiR	511145.b4340	0.616
yahI	511145.b0323	0.616
scpC	511145.b2920	0.615
yliI	511145.b0837	0.613
cbrC	511145.b3717	0.611
frvX	511145.b3898	0.611
rtcA	511145.b4475	0.606
yjiL	511145.b4334	0.606
ybhM	511145.b0787	0.603
narQ	511145.b2469	0.602
yehM	511145.b2120	0.598
yiiX	511145.b3937	0.598
ybaT	511145.b0486	0.597
pqiA	511145.b0950	0.595
wcaK	511145.b2045	0.592
xylR	511145.b3569	0.59
ycgG	511145.b1168	0.59
yicR	511145.b3638	0.587
fryB	511145.b2387	0.586
rclR	511145.b0305	0.584
yjbS	511145.b4621	0.581
yfjZ	511145.b2645	0.58
yfbM	511145.b2272	0.579
yfbK	511145.b2270	0.578
sfmH	511145.b0533	0.577
glxR	511145.b0509	0.577
mdtC	511145.b2076	0.573
ycfZ	511145.b1121	0.571
bglF	511145.b3722	0.569
ynbA	511145.b1408	0.567
mocA	511145.b2877	0.566
yghD	511145.b2968	0.564
yfjK	511145.b2627	0.564
ansP	511145.b1453	0.564
yadV	511145.b0140	0.564
ybcM	511145.b0546	0.562
yjaB	511145.b4012	0.557
ascB	511145.b2716	0.554
ybfP	511145.b0689	0.554
rhsB	511145.b3482	0.553
fimI	511145.b4315	0.551
hcaD	511145.b2542	0.543
casA	511145.b2760	0.542
rseC	511145.b2570	0.542
gadX	511145.b3516	0.538
yacH	511145.b0117	0.534
yfiL	511145.b2602	0.534
yqeG	511145.b2845	0.531
napD	511145.b2207	0.531
ttdR	511145.b3060	0.528
eutS	511145.b2462	0.527
tynA	511145.b1386	0.526
ydeM	511145.b1497	0.523
dhaR	511145.b1201	0.521
hsrA	511145.b3754	0.521
ychQ	511145.b1213	0.516
fhuD	511145.b0152	0.515
insA-4	511145.b1894	0.515
insA-5	511145.b3444	0.515
insA	511145.b0022	0.515
atoB	511145.b2224	0.515
ydhI	511145.b1643	0.514
ybiR	511145.b0818	0.514
kdpA	511145.b0698	0.508
yaaW	511145.b0011	0.505
ybfC	511145.b0704	0.504
yihQ	511145.b3878	0.503
yjbG	511145.b4028	0.501
dinG	511145.b0799	0.498
ygeG	511145.b2851	0.497
rhtC	511145.b3823	0.496
fucA	511145.b2800	0.495
yhbE	511145.b3184	0.487
glcA	511145.b2975	0.481
ebgC	511145.b3077	0.48
frlB	511145.b3371	0.48
caiC	511145.b0037	0.479
yeiL	511145.b2163	0.478
ycaM	511145.b0899	0.475
yicS	511145.b4555	0.474
ycaN	511145.b0900	0.474
yejE	511145.b2179	0.474
yihY	511145.b3886	0.473
ybgD	511145.b0719	0.466
ygcW	511145.b2774	0.466
rhsD	511145.b0497	0.465
yjfN	511145.b4188	0.462
mngA	511145.b0731	0.461
wzxE	511145.b3792	0.457
gspM	511145.b3334	0.454
pinE	511145.b1158	0.453
rclC	511145.b0301	0.453
ycdT	511145.b1025	0.453
lspA	511145.b0027	0.451
yggC	511145.b2928	0.45
emrK	511145.b2368	0.449
ydcR	511145.b1439	0.448
ydjH	511145.b1772	0.447
yebZ	511145.b1840	0.446
yffO	511145.b2446	0.445
xanP	511145.b3654	0.443
rhsA	511145.b3593	0.439
potH	511145.b0856	0.436
yfbL	511145.b2271	0.43
yhhT	511145.b3474	0.429
recO	511145.b2565	0.428
yhgA	511145.b3411	0.428
yigE	511145.b4482	0.428
phnC	511145.b4106	0.427
ssuC	511145.b0934	0.425
cynT	511145.b0339	0.423
citG	511145.b0613	0.42
yrbL	511145.b3207	0.42
yaaI	511145.b0013	0.419
yraQ	511145.b3151	0.417
nudB	511145.b1865	0.415
ccmC	511145.b2199	0.415
wcaI	511145.b2050	0.415
ycgX	511145.b1161	0.414
yejB	511145.b2178	0.412
mdtG	511145.b1053	0.408
hyfR	511145.b2491	0.401
yiiF	511145.b3890	0.4
hisM	511145.b2307	0.398
ascF	511145.b2715	0.398
yfcC	511145.b2298	0.397
yqeI	511145.b2847	0.397
