#id: 3616268379
#name: E.coli str. K-12 substr. MG1655 - Whole organism (Integrated)
#score: 19.7
#coverage: 99
#description: integrated dataset: weighted average of all E.coli str. K-12 substr. MG1655 WHOLE_ORGANISM: 19.7, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Escherichia_coli_SC_biomart_29780_E_BTO0000214cellculture_2reps:0.174;ecoli2_resolutionCombination_PRIDE:0.174;ecoli1_HCD_CID_PRIDE:0.077;E_coli_Wisniewski_2014_cpc:0.071;Escherichia_coli_SC_biomart_18119_E__5reps:0.061;Ecoli_Krug_2013:0.054;Ecoli_emPAI_arike_2012:0.054;Ecoli_APEX_arike_2012:0.052;WT-lewis-peptide_count:0.05;Taniguchi_2010_Table_S6:0.048;511145_GPM_201408:0.04;Escherichia_coli_SC_biomart_17112_E__2reps:0.031;Ecoli_Krug_2013_emPAI:0.029;PXD020761_Midha_Sci_Data_2020_Ecoli_DIA-SWATH:0.026;Lu_ecoli_2007:0.02;Ecoli_strainK12_PRIDE:0.017;Ecoli_iBAQ_arike_2012:0.013;Escherichia_coli_SC_biomart_12189_E__2reps:0.01;
#publication_year: 2025
#filename: 511145-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
yedD	511145.b1928	209
roxA	511145.b1128	209
yniA	511145.b1725	209
fmt	511145.b3288	208
rimM	511145.b2608	207
mdaB	511145.b3028	206
yeeZ	511145.b2016	206
zapA	511145.b2910	205
thiM	511145.b2104	205
lsrF	511145.b1517	204
aroB	511145.b3389	204
gshB	511145.b2947	203
hisF	511145.b2025	202
sspB	511145.b3228	202
argI	511145.b4254	202
aroF	511145.b2601	201
ybcJ	511145.b0528	200
dadA	511145.b1189	199
rihA	511145.b0651	199
add	511145.b1623	198
yajO	511145.b0419	198
proX	511145.b2679	198
aroA	511145.b0908	197
folX	511145.b2303	197
argS	511145.b1876	197
borD	511145.b0557	196
hslV	511145.b3932	195
dnaN	511145.b3701	195
argH	511145.b3960	193
yjdN	511145.b4107	193
yeaO	511145.b1792	192
feoA	511145.b3408	192
nagE	511145.b0679	192
lpxD	511145.b0179	191
yaiA	511145.b0389	190
yraP	511145.b3150	190
cysD	511145.b2752	189
trmJ	511145.b2532	189
gloB	511145.b0212	189
argP	511145.b2916	189
yifL	511145.b4558	188
tehB	511145.b1430	188
yiiS	511145.b3922	188
mukE	511145.b0923	188
frmR	511145.b0357	187
srmB	511145.b2576	186
oxyR	511145.b3961	186
tdh	511145.b3616	186
tdcE	511145.b3114	185
nuoA	511145.b2288	184
nuoE	511145.b2285	184
ddlA	511145.b0381	184
pstB	511145.b3725	184
prc	511145.b1830	184
cspG	511145.b0990	183
asnC	511145.b3743	183
garR	511145.b3125	183
yedP	511145.b1955	182
hemX	511145.b3803	182
sufC	511145.b1682	182
yihA	511145.b3865	182
nfsA	511145.b0851	182
ribB	511145.b3041	182
damX	511145.b3388	182
moeA	511145.b0827	182
hisH	511145.b2023	182
tdcB	511145.b3117	181
msrC	511145.b1832	180
purF	511145.b2312	180
yecJ	511145.b4537	179
fnr	511145.b1334	179
dhaL	511145.b1199	178
flgN	511145.b1070	177
gor	511145.b3500	176
ibaG	511145.b3190	176
ltaE	511145.b0870	175
ygeY	511145.b2872	174
malP	511145.b3417	174
mug	511145.b3068	173
ftsE	511145.b3463	173
fiu	511145.b0805	173
gsiB	511145.b0830	173
mlaB	511145.b3191	173
nadC	511145.b0109	173
yjdP	511145.b4487	172
xylF	511145.b3566	172
speE	511145.b0121	172
nrdF	511145.b2676	172
otsA	511145.b1896	171
nlpA	511145.b3661	170
iscX	511145.b2524	170
rcnB	511145.b2107	170
ldtE	511145.b1678	170
rdgC	511145.b0393	170
yqcA	511145.b2790	169
lptE	511145.b0641	168
fadA	511145.b3845	168
yggN	511145.b2958	168
kduD	511145.b2842	168
sgcB	511145.b4565	168
ygiM	511145.b3055	167
yihX	511145.b3885	166
ybhB	511145.b0773	165
dcd	511145.b2065	165
rcsF	511145.b0196	165
fumB	511145.b4122	163
ftsA	511145.b0094	162
hemB	511145.b0369	161
uxuA	511145.b4322	161
rnc	511145.b2567	160
yciS	511145.b1279	159
fadR	511145.b1187	159
cyaY	511145.b3807	159
lipA	511145.b0628	159
yfcD	511145.b2299	158
corA	511145.b3816	157
metA	511145.b4013	157
rsuA	511145.b2183	156
topA	511145.b1274	156
matP	511145.b0956	156
prfC	511145.b4375	155
ynfD	511145.b1586	155
ynfB	511145.b1583	155
lpoB	511145.b1105	155
gph	511145.b3385	154
thiE	511145.b3993	153
ybeY	511145.b0659	152
malK	511145.b4035	152
cysH	511145.b2762	151
ilvI	511145.b0077	151
sohB	511145.b1272	151
fruB	511145.b2169	151
ycbL	511145.b0927	151
folD	511145.b0529	151
cfa	511145.b1661	151
yghA	511145.b3003	150
yniC	511145.b1727	149
trmI	511145.b2960	147
ushA	511145.b0480	147
mnmE	511145.b3706	147
astC	511145.b1748	147
yqjG	511145.b3102	147
cysB	511145.b1275	146
ybaK	511145.b0481	146
mrp	511145.b2113	145
relB	511145.b1564	145
yajL	511145.b0424	145
pepE	511145.b4021	145
thiB	511145.b0068	144
ybiT	511145.b0820	144
yffB	511145.b2471	143
proB	511145.b0242	143
rob	511145.b4396	143
nagA	511145.b0677	143
sgcQ	511145.b4303	143
thiS	511145.b4407	143
kdgK	511145.b3526	142
yebE	511145.b1846	142
cusS	511145.b0570	142
glpB	511145.b2242	142
tas	511145.b2834	142
yidA	511145.b3697	142
ubiG	511145.b2232	141
yhgF	511145.b3407	141
murE	511145.b0085	140
csgA	511145.b1042	140
tldD	511145.b3244	140
mipA	511145.b1782	140
fliN	511145.b1946	139
frmA	511145.b0356	139
mnmA	511145.b1133	139
htpX	511145.b1829	139
pflA	511145.b0902	137
gmk	511145.b3648	137
gpsA	511145.b3608	137
ybdZ	511145.b4511	137
ygeW	511145.b2870	136
yhhW	511145.b3439	136
dfp	511145.b3639	136
lacI	511145.b0345	136
yaiI	511145.b0387	136
rsfS	511145.b0637	135
gss	511145.b2988	135
pncB	511145.b0931	135
fruK	511145.b2168	135
hybC	511145.b2994	134
ilvN	511145.b3670	134
glmU	511145.b3730	134
aroH	511145.b1704	133
panD	511145.b0131	133
prmA	511145.b3259	133
usg	511145.b2319	133
argE	511145.b3957	133
plsB	511145.b4041	132
yecD	511145.b1867	132
glgP	511145.b3428	132
rfbD	511145.b2040	132
cysM	511145.b2421	131
nrdR	511145.b0413	131
secD	511145.b0408	131
sodC	511145.b1646	131
tap	511145.b1885	130
aroC	511145.b2329	130
gshA	511145.b2688	130
yceF	511145.b1087	130
phoE	511145.b0241	129
lolD	511145.b1117	129
adhP	511145.b1478	129
umpH	511145.b0675	128
pdxK	511145.b2418	127
cspB	511145.b1557	126
yqjH	511145.b3070	125
fpr	511145.b3924	124
ynfK	511145.b1593	124
rsmH	511145.b0082	124
moaE	511145.b0785	124
rseB	511145.b2571	123
sufS	511145.b1680	123
mtr	511145.b3161	122
orn	511145.b4162	122
mpl	511145.b4233	122
lldD	511145.b3605	122
yqgE	511145.b2948	121
yiiM	511145.b3910	120
yfcH	511145.b2304	120
cyoB	511145.b0431	120
alaA	511145.b2290	120
solA	511145.b1059	119
speD	511145.b0120	118
ybiX	511145.b0804	118
dtd	511145.b3887	118
rof	511145.b0189	118
tesB	511145.b0452	117
chbB	511145.b1738	117
pgsA	511145.b1912	116
yceD	511145.b1088	116
yhbO	511145.b3153	115
proP	511145.b4111	115
lacZ	511145.b0344	115
fre	511145.b3844	115
ruvA	511145.b1861	114
yjiY	511145.b4354	114
mak	511145.b0394	114
lolB	511145.b1209	114
ghxP	511145.b4064	114
ycgL	511145.b1179	114
lepB	511145.b2568	113
mukB	511145.b0924	113
yebG	511145.b1848	113
cysE	511145.b3607	112
pspB	511145.b1305	112
hemE	511145.b3997	112
fucO	511145.b2799	112
flgH	511145.b1079	112
ygjR	511145.b3087	111
kdsD	511145.b3197	111
rnk	511145.b0610	111
yhhX	511145.b3440	111
ydeI	511145.b1536	110
eco	511145.b2209	110
ispF	511145.b2746	110
yibF	511145.b3592	110
mppA	511145.b1329	110
fhuA	511145.b0150	110
ynjH	511145.b1760	110
fucU	511145.b2804	110
metN	511145.b0199	110
kduI	511145.b2843	109
copA	511145.b0484	109
focA	511145.b0904	108
ddpA	511145.b1487	108
dkgB	511145.b0207	107
yecC	511145.b1917	107
cusR	511145.b0571	107
ybeX	511145.b0658	105
glpT	511145.b2240	105
grxA	511145.b0849	105
mglA	511145.b2149	105
cycA	511145.b4208	105
dcuA	511145.b4138	105
yidC	511145.b3705	105
tatB	511145.b3838	104
moaC	511145.b0783	104
phoU	511145.b3724	104
cpdB	511145.b4213	102
fadM	511145.b0443	102
kdsC	511145.b3198	102
deaD	511145.b3162	102
sbmC	511145.b2009	102
lptA	511145.b3200	102
sstT	511145.b3089	102
yodD	511145.b1953	102
cutA	511145.b4137	101
ispH	511145.b0029	101
nhaB	511145.b1186	101
pth	511145.b1204	100
lamB	511145.b4036	100
ybfF	511145.b0686	100
flgL	511145.b1083	99.9
livG	511145.b3455	99.9
pstC	511145.b3727	98.6
lptD	511145.b0054	98.4
mlaD	511145.b3193	98.0
hisA	511145.b2024	97.9
mntH	511145.b2392	97.6
hflX	511145.b4173	97.5
yccF	511145.b0961	97.3
rlmB	511145.b4180	97.2
yejK	511145.b2186	96.9
fepB	511145.b0592	96.8
yhjJ	511145.b3527	96.8
nlpD	511145.b2742	96.2
murC	511145.b0091	95.2
ribA	511145.b1277	94.6
aroD	511145.b1693	94.3
tonB	511145.b1252	93.9
yffS	511145.b2450	93.4
yceI	511145.b1056	93.2
smpB	511145.b2620	93.1
ytjC	511145.b4395	93.0
rsmI	511145.b3146	92.8
allR	511145.b0506	92.6
tsaE	511145.b4168	92.3
ydiZ	511145.b1724	92.3
rsgA	511145.b4161	92.2
murD	511145.b0088	92.2
rpoH	511145.b3461	92.0
fsaA	511145.b0825	91.8
pncA	511145.b1768	91.5
ygdH	511145.b2795	91.4
rimP	511145.b3170	91.1
sgcX	511145.b4305	91.0
yaaA	511145.b0006	91.0
yqjI	511145.b3071	90.9
arnB	511145.b2253	90.2
aroP	511145.b0112	90.0
hemY	511145.b3802	89.6
ymdB	511145.b1045	89.6
rpiB	511145.b4090	89.4
yjaG	511145.b3999	89.4
nuoK	511145.b2279	89.4
fdoG	511145.b3894	89.2
mtfA	511145.b1976	89.1
chaB	511145.b1217	88.6
sdhE	511145.b2897	88.5
zapD	511145.b0102	88.5
folA	511145.b0048	88.5
rluB	511145.b1269	88.4
ydeJ	511145.b1537	88.3
pyrF	511145.b1281	88.1
yjcH	511145.b4068	88.1
mog	511145.b0009	87.9
potA	511145.b1126	87.8
zur	511145.b4046	87.5
ybgJ	511145.b0711	87.5
entH	511145.b0597	87.0
zipA	511145.b2412	86.9
wbbI	511145.b2034	86.8
pptA	511145.b1461	86.5
aroM	511145.b0390	86.1
prpD	511145.b0334	85.8
glnG	511145.b3868	85.6
ubiD	511145.b3843	85.1
yjcZ	511145.b4110	84.5
tsaC	511145.b3282	84.5
gntR	511145.b3438	84.5
ribD	511145.b0414	84.4
ppsR	511145.b1703	84.1
purN	511145.b2500	83.7
rluD	511145.b2594	82.2
udk	511145.b2066	81.4
rpoE	511145.b2573	81.3
glsA	511145.b0485	80.9
qmcA	511145.b0489	80.6
shiA	511145.b1981	80.3
ydcJ	511145.b1423	79.8
metL	511145.b3940	79.8
ygaP	511145.b2668	79.5
cueO	511145.b0123	79.3
torT	511145.b0994	79.2
pncC	511145.b2700	79.0
amn	511145.b1982	78.7
aphA	511145.b4055	78.6
bioD	511145.b0778	78.5
fruA	511145.b2167	78.4
glgB	511145.b3432	78.3
ybhC	511145.b0772	77.8
ycgR	511145.b1194	77.8
fdhE	511145.b3891	77.7
ydjN	511145.b1729	77.7
putA	511145.b1014	77.5
sdaA	511145.b1814	77.2
pdxY	511145.b1636	76.8
ytfP	511145.b4222	76.6
dxs	511145.b0420	76.6
secF	511145.b0409	76.6
yddH	511145.b1462	76.4
ybgK	511145.b0712	75.8
creA	511145.b4397	75.8
uvrB	511145.b0779	75.4
nudF	511145.b3034	75.2
rihC	511145.b0030	74.6
glpC	511145.b2243	74.6
sufA	511145.b1684	74.1
tatC	511145.b3839	73.9
ilvD	511145.b3771	73.8
uvrA	511145.b4058	73.6
lexA	511145.b4043	73.5
ytfB	511145.b4206	73.3
nupC	511145.b2393	73.3
nagC	511145.b0676	73.2
yeeD	511145.b2012	72.8
hscB	511145.b2527	72.5
ycdX	511145.b1034	72.4
yhbJ	511145.b3205	72.3
oppB	511145.b1244	72.2
rsmA	511145.b0051	72.0
evgA	511145.b2369	72.0
ygiB	511145.b3037	71.9
basR	511145.b4113	71.7
yiiD	511145.b3888	71.7
frdC	511145.b4152	71.5
yegQ	511145.b2081	71.5
dhaM	511145.b1198	71.5
dctA	511145.b3528	71.4
speG	511145.b1584	71.1
rspA	511145.b1581	70.9
thiI	511145.b0423	70.7
thiC	511145.b3994	70.4
lpoA	511145.b3147	70.0
hslR	511145.b3400	69.7
yhiI	511145.b3487	69.7
yjjA	511145.b4360	69.6
oppF	511145.b1247	69.3
bepA	511145.b2494	69.1
modE	511145.b0761	68.9
hscA	511145.b2526	68.9
gadE	511145.b3512	68.9
yraK	511145.b3145	68.6
ybaA	511145.b0456	68.5
chbC	511145.b1737	68.2
fdoH	511145.b3893	67.9
uvrY	511145.b1914	67.8
slt	511145.b4392	67.5
fimA	511145.b4314	67.4
yjgR	511145.b4263	67.1
dapF	511145.b3809	66.9
ubiF	511145.b0662	66.7
gcd	511145.b0124	66.7
miaB	511145.b0661	66.5
fliM	511145.b1945	66.4
rlmE	511145.b3179	66.2
alaC	511145.b2379	65.8
uxuB	511145.b4323	65.6
glpF	511145.b3927	65.5
rimO	511145.b0835	65.2
oppD	511145.b1246	64.9
nanA	511145.b3225	64.8
ggt	511145.b3447	64.7
allE	511145.b0515	64.4
yqjE	511145.b3099	64.2
aroL	511145.b0388	64.1
livF	511145.b3454	64.0
ahr	511145.b4269	64.0
yacL	511145.b0119	64.0
rfbC	511145.b2038	63.9
fadE	511145.b0221	63.9
prpB	511145.b0331	63.8
tusA	511145.b3470	63.8
rlmN	511145.b2517	63.7
baeR	511145.b2079	63.5
fliA	511145.b1922	63.4
arcB	511145.b3210	63.4
murF	511145.b0086	63.3
nrdE	511145.b2675	62.8
csgC	511145.b1043	62.6
hflD	511145.b1132	62.2
queF	511145.b2794	61.8
pitA	511145.b3493	61.7
ispA	511145.b0421	61.7
cnu	511145.b1625	61.5
acrB	511145.b0462	61.5
tolQ	511145.b0737	61.5
folC	511145.b2315	61.4
yagE	511145.b0268	61.3
ycbX	511145.b0947	61.2
fldB	511145.b2895	61.0
narG	511145.b1224	60.9
purK	511145.b0522	60.9
potC	511145.b1124	60.8
psiF	511145.b0384	60.6
glnP	511145.b0810	60.5
metH	511145.b4019	60.4
yhbQ	511145.b3155	59.9
cra	511145.b0080	59.9
rbsK	511145.b3752	59.6
dppB	511145.b3543	59.3
parC	511145.b3019	59.3
ydgJ	511145.b1624	59.3
rsmB	511145.b3289	59.0
mlaF	511145.b3195	59.0
cbpM	511145.b0999	58.9
yjdJ	511145.b4127	58.9
yjhU	511145.b4295	58.6
yciT	511145.b1284	58.3
cyoD	511145.b0429	58.2
ddlB	511145.b0092	58.0
ppk	511145.b2501	58.0
iadA	511145.b4328	58.0
mukF	511145.b0922	57.9
ygiF	511145.b3054	57.8
ydcI	511145.b1422	57.7
opgH	511145.b1049	57.4
rapA	511145.b0059	57.1
yjbQ	511145.b4056	57.1
narH	511145.b1225	56.6
bglX	511145.b2132	56.5
ydiJ	511145.b1687	56.5
oppC	511145.b1245	56.2
mfd	511145.b1114	56.2
dppF	511145.b3540	56.0
yieP	511145.b3755	55.9
yqjC	511145.b3097	55.8
tolA	511145.b0739	55.6
ais	511145.b2252	55.6
tgt	511145.b0406	55.5
rsmC	511145.b4371	55.5
actP	511145.b4067	55.4
rpoN	511145.b3202	55.2
cusC	511145.b0572	55.0
pspD	511145.b1307	55.0
yiaD	511145.b3552	54.8
rna	511145.b0611	54.8
yfcL	511145.b2325	54.7
wbbK	511145.b2032	54.5
yjiA	511145.b4352	54.5
yfbT	511145.b2293	54.4
argA	511145.b2818	54.4
ispU	511145.b0174	54.4
yohF	511145.b2137	54.4
moaD	511145.b0784	54.3
dppD	511145.b3541	54.2
rlmI	511145.b0967	53.9
coaD	511145.b3634	53.7
cmoA	511145.b1870	53.6
murB	511145.b3972	53.5
yceB	511145.b1063	53.5
fliG	511145.b1939	53.5
arnA	511145.b2255	53.5
yadG	511145.b0127	53.5
era	511145.b2566	53.4
fliD	511145.b1924	53.4
ypfH	511145.b2473	53.4
queC	511145.b0444	53.4
dnaB	511145.b4052	53.2
ansA	511145.b1767	52.9
djlA	511145.b0055	52.8
gmhB	511145.b0200	52.8
bcr	511145.b2182	52.7
fadL	511145.b2344	52.6
ybdF	511145.b0579	52.4
ugpC	511145.b3450	52.2
prpC	511145.b0333	52.0
rlpA	511145.b0633	51.7
ydaC	511145.b1347	51.7
mdtE	511145.b3513	51.6
dsbB	511145.b1185	51.5
fic	511145.b3361	51.2
ygdR	511145.b2833	51.1
murG	511145.b0090	51.1
proW	511145.b2678	51.0
uraA	511145.b2497	51.0
dadX	511145.b1190	51.0
sufD	511145.b1681	50.9
cobB	511145.b1120	50.8
msbA	511145.b0914	50.8
ycgM	511145.b1180	50.6
yfaY	511145.b2249	50.4
secE	511145.b3981	50.3
uvrD	511145.b3813	50.1
yfcF	511145.b2301	50.0
hyaB	511145.b0973	49.9
argF	511145.b0273	49.8
flgK	511145.b1082	49.7
diaA	511145.b3149	49.6
lpxC	511145.b0096	49.5
hdfR	511145.b4480	49.5
ybbO	511145.b0493	49.5
ymjA	511145.b1295	49.4
hemG	511145.b3850	49.2
malT	511145.b3418	49.0
yafW	511145.b0246	48.7
nudK	511145.b2467	48.7
kgtP	511145.b2587	48.7
ydfR	511145.b1555	48.7
iscA	511145.b2528	48.6
fabR	511145.b3963	48.4
sgcA	511145.b4302	48.4
frsA	511145.b0239	47.9
thiL	511145.b0417	47.8
tmk	511145.b1098	47.6
ompN	511145.b1377	47.6
yigL	511145.b3826	47.6
ynaI	511145.b1330	47.5
nemA	511145.b1650	47.5
wecB	511145.b3786	47.4
ligA	511145.b2411	47.2
menI	511145.b1686	47.2
cusB	511145.b0574	47.1
truD	511145.b2745	46.8
avtA	511145.b3572	46.8
mnmG	511145.b3741	46.8
ftsX	511145.b3462	46.7
yciC	511145.b1255	46.7
yebY	511145.b1839	46.6
tyrR	511145.b1323	46.6
prfA	511145.b1211	46.5
yigB	511145.b3812	46.5
hsdM	511145.b4349	46.5
tolR	511145.b0738	46.4
paaY	511145.b1400	46.4
relA	511145.b2784	46.4
yaeR	511145.b0187	46.3
yaiL	511145.b0354	46.2
sufB	511145.b1683	46.0
btuB	511145.b3966	45.8
yeiG	511145.b2154	45.7
folP	511145.b3177	45.5
yccX	511145.b0968	45.3
yeaK	511145.b1787	45.3
fhuE	511145.b1102	45.2
csdE	511145.b2811	45.1
dusA	511145.b4049	44.9
yfiH	511145.b2593	44.6
wzzE	511145.b3785	44.6
fes	511145.b0585	44.3
yhjA	511145.b3518	44.3
btuR	511145.b1270	44.2
cydD	511145.b0887	44.0
tesA	511145.b0494	43.9
nsrR	511145.b4178	43.9
ylaC	511145.b0458	43.6
cusF	511145.b0573	43.5
ppx	511145.b2502	43.4
dedD	511145.b2314	43.4
yciK	511145.b1271	43.2
ydcT	511145.b1441	42.9
pka	511145.b2584	42.8
cpsG	511145.b2048	42.8
pcnB	511145.b0143	42.8
yecF	511145.b1915	42.7
ybgC	511145.b0736	42.6
fliL	511145.b1944	42.6
nadR	511145.b4390	42.5
melA	511145.b4119	42.3
ubiI	511145.b2906	41.9
rng	511145.b3247	41.7
trg	511145.b1421	41.7
cydC	511145.b0886	41.7
fepC	511145.b0588	41.6
ypfJ	511145.b2475	41.5
blc	511145.b4149	41.4
yidI	511145.b3677	41.3
trmA	511145.b3965	41.1
aroE	511145.b3281	41.1
nikR	511145.b3481	41.0
ispB	511145.b3187	40.7
uxaB	511145.b1521	40.7
tdcG	511145.b4471	40.7
cadA	511145.b4131	40.6
nudE	511145.b3397	40.5
dinJ	511145.b0226	40.4
ybdR	511145.b0608	40.2
lpxB	511145.b0182	40.2
nrdD	511145.b4238	40.2
eutL	511145.b2439	40.1
hisP	511145.b2306	40.1
cysZ	511145.b2413	40.0
ftsN	511145.b3933	39.9
ribF	511145.b0025	39.8
preA	511145.b2147	39.3
yihW	511145.b3884	38.9
rluC	511145.b1086	38.8
ung	511145.b2580	38.7
argC	511145.b3958	38.5
uup	511145.b0949	38.4
ldtA	511145.b1990	38.4
ygeX	511145.b2871	38.4
folB	511145.b3058	38.2
racR	511145.b1356	38.1
treC	511145.b4239	38.1
selB	511145.b3590	37.7
yciH	511145.b1282	37.5
minC	511145.b1176	37.2
yqeB	511145.b2875	37.2
cutC	511145.b1874	37.2
rnpA	511145.b3704	37.1
tatE	511145.b0627	37.1
ycjG	511145.b1325	37.0
ynbE	511145.b1382	36.9
nrdH	511145.b2673	36.8
yacC	511145.b0122	36.7
ydaN	511145.b1342	36.6
slyX	511145.b3348	36.4
yfbR	511145.b2291	36.4
ydeN	511145.b1498	36.4
yigI	511145.b3820	36.2
rstA	511145.b1608	35.9
dapE	511145.b2472	35.9
ygfM	511145.b2880	35.8
gtrB	511145.b2351	35.8
flgE	511145.b1076	35.6
cysC	511145.b2750	35.6
ycjF	511145.b1322	35.4
lipB	511145.b0630	35.2
ybdK	511145.b0581	35.1
hmp	511145.b2552	34.8
ycgJ	511145.b1177	34.7
proV	511145.b2677	34.7
yiaJ	511145.b3574	34.7
yacG	511145.b0101	34.6
queD	511145.b2765	34.6
ynjE	511145.b1757	34.5
zntA	511145.b3469	34.4
qorB	511145.b4211	34.4
pfo	511145.b1378	34.4
yhcH	511145.b3221	34.3
ygiC	511145.b3038	34.1
helD	511145.b0962	34.0
ycaO	511145.b0905	34.0
ycfH	511145.b1100	34.0
tsaB	511145.b1807	33.9
motA	511145.b1890	33.9
csgD	511145.b1040	33.9
rlmJ	511145.b3499	33.8
smrB	511145.b2331	33.7
narP	511145.b2193	33.7
acpS	511145.b2563	33.6
gltL	511145.b0652	33.6
mlaA	511145.b2346	33.5
lplA	511145.b4386	33.4
putP	511145.b1015	33.3
fadD	511145.b1805	33.3
dnaA	511145.b3702	33.3
epd	511145.b2927	33.2
ydhZ	511145.b1675	32.9
hybD	511145.b2993	32.9
betB	511145.b0312	32.9
fliZ	511145.b1921	32.8
ftsK	511145.b0890	32.7
sbcB	511145.b2011	32.6
glpE	511145.b3425	32.5
nagK	511145.b1119	32.5
bioH	511145.b3412	32.2
nuoH	511145.b2282	32.1
rsmG	511145.b3740	32.1
frwB	511145.b3950	32.1
rlmH	511145.b0636	32.1
yjjX	511145.b4394	32.0
kbaZ	511145.b3132	32.0
spoT	511145.b3650	32.0
prkB	511145.b3355	31.9
kch	511145.b1250	31.9
feoC	511145.b3410	31.8
loiP	511145.b2936	31.8
yefM	511145.b2017	31.8
ptsP	511145.b2829	31.8
hybA	511145.b2996	31.7
csiR	511145.b2664	31.5
cspI	511145.b1552	31.5
ulaG	511145.b4192	31.5
glnL	511145.b3869	31.5
ybiV	511145.b0822	31.4
rimL	511145.b1427	31.2
argR	511145.b3237	31.1
yfcG	511145.b2302	31.1
alsB	511145.b4088	31.0
nanE	511145.b3223	31.0
csgF	511145.b1038	30.9
fadI	511145.b2342	30.9
ybjI	511145.b0844	30.8
yegS	511145.b2086	30.7
atpB	511145.b3738	30.7
dsdA	511145.b2366	30.6
cyoC	511145.b0430	30.6
fdoI	511145.b3892	30.5
preT	511145.b2146	30.5
cysA	511145.b2422	30.4
aegA	511145.b2468	30.4
yebT	511145.b1834	30.3
tam	511145.b1519	30.2
rsmD	511145.b3465	30.1
ugpQ	511145.b3449	30.0
mrcB	511145.b0149	30.0
nrfA	511145.b4070	30.0
cpdA	511145.b3032	29.8
rlmL	511145.b0948	29.8
pmrD	511145.b2259	29.7
waaP	511145.b3630	29.7
gmd	511145.b2053	29.6
ychH	511145.b1205	29.6
trxC	511145.b2582	29.4
rsxC	511145.b1629	29.2
pabC	511145.b1096	29.2
fhuF	511145.b4367	29.1
aer	511145.b3072	29.1
lysA	511145.b2838	29.0
yhfU	511145.b3378	29.0
edd	511145.b1851	28.9
yhjE	511145.b3523	28.9
yqhA	511145.b3002	28.8
yccA	511145.b0970	28.7
exuR	511145.b3094	28.5
alr	511145.b4053	28.4
nagZ	511145.b1107	28.3
thiF	511145.b3992	28.1
trmD	511145.b2607	28.0
opgD	511145.b1424	27.9
ymgD	511145.b1171	27.9
yafJ	511145.b0223	27.8
hybO	511145.b2997	27.8
treB	511145.b4240	27.6
ulaB	511145.b4194	27.6
yheS	511145.b3352	27.5
srlQ	511145.b2708	27.3
glgS	511145.b3049	27.2
panM	511145.b3459	27.2
rppH	511145.b2830	27.2
lptF	511145.b4261	27.2
ldcA	511145.b1192	27.1
yniB	511145.b1726	27.0
hha	511145.b0460	26.9
bhsA	511145.b1112	26.9
nnr	511145.b4167	26.6
rlmM	511145.b2806	26.6
psuG	511145.b2165	26.6
wecG	511145.b3794	26.5
wecE	511145.b3791	26.5
glnD	511145.b0167	26.5
yedE	511145.b1929	26.3
sbcC	511145.b0397	26.0
dmsA	511145.b0894	25.9
dtpA	511145.b1634	25.9
hemC	511145.b3805	25.7
yegU	511145.b2099	25.7
wcaG	511145.b2052	25.7
rimJ	511145.b1066	25.6
modC	511145.b0765	25.6
nfo	511145.b2159	25.6
yecM	511145.b1875	25.6
mdtK	511145.b1663	25.5
amyA	511145.b1927	25.5
glnE	511145.b3053	25.5
tsaD	511145.b3064	25.3
fhuC	511145.b0151	25.3
priC	511145.b0467	25.3
rcsD	511145.b2216	25.2
ruvB	511145.b1860	25.2
yeaY	511145.b1806	25.2
znuC	511145.b1858	25.1
rffH	511145.b3789	25.1
ydiE	511145.b1705	25.0
anmK	511145.b1640	25.0
ybhG	511145.b0795	25.0
yceM	511145.b1068	25.0
ydaM	511145.b1341	24.8
ydhP	511145.b1657	24.7
coaA	511145.b3974	24.6
gsk	511145.b0477	24.6
yeaC	511145.b1777	24.6
ubiX	511145.b2311	24.5
yqaB	511145.b2690	24.5
ydjF	511145.b1770	24.5
ydhS	511145.b1668	24.4
yhaJ	511145.b3105	24.4
yicH	511145.b3655	24.3
slmA	511145.b3641	24.3
pdxA	511145.b0052	24.2
cheB	511145.b1883	24.1
elaA	511145.b2267	24.1
pqiB	511145.b0951	24.0
pdhR	511145.b0113	23.9
bioA	511145.b0774	23.9
ravA	511145.b3746	23.7
metI	511145.b0198	23.7
fecA	511145.b4291	23.7
murQ	511145.b2428	23.7
ybdH	511145.b0599	23.7
pldA	511145.b3821	23.6
etp	511145.b0982	23.5
cobU	511145.b1993	23.4
plsX	511145.b1090	23.3
pyrE	511145.b3642	23.3
gpp	511145.b3779	23.3
malQ	511145.b3416	23.3
rspB	511145.b1580	23.2
rlmF	511145.b0807	23.2
phnK	511145.b4097	23.1
nanR	511145.b3226	23.1
selA	511145.b3591	23.0
dgkA	511145.b4042	22.9
glcC	511145.b2980	22.8
ogt	511145.b1335	22.5
yjjV	511145.b4378	22.5
yedY	511145.b1971	22.5
phoA	511145.b0383	22.5
aidB	511145.b4187	22.4
ygfK	511145.b2878	22.4
yhbW	511145.b3160	22.4
sbp	511145.b3917	22.3
ycbJ	511145.b0919	22.3
ycgB	511145.b1188	22.3
yfhL	511145.b2562	22.2
otsB	511145.b1897	22.1
yjgM	511145.b4256	22.0
